,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific
58,ADAR,OLQVR,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific
59,ADAR,RIAR,0.0,0.0,0.0,10.0,6.0,2,16.0,8.0,0,2,pristi_specific
60,ADAR,RIBR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
61,ADAR,RICL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
62,ADAR,RICR,0.0,1.0,0.0,1.0,0.0,2,2.0,1.0,1,1,not specific
63,ADAR,RIFR,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
64,ADAR,RIMR,6.0,5.0,24.0,6.0,4.0,5,45.0,9.0,3,2,core
65,ADAR,RIPR,3.0,3.0,9.0,0.0,0.0,3,15.0,5.0,3,0,cel_specific
66,ADAR,RIVR,0.0,0.0,5.0,0.0,0.0,1,5.0,5.0,1,0,not specific
67,ADAR,RMFL,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific
68,ADAR,RMFR,1.0,2.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific
69,ADAR,SAADR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
70,ADAR,SDQR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
71,ADAR,SIBDL,0.0,0.0,0.0,1.0,3.0,2,4.0,2.0,0,2,pristi_specific
72,ADAR,SIBVR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
73,ADAR,SMDVL,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
74,ADAR,SMDVR,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific
75,ADAR,URXR,1.0,0.0,2.0,0.0,0.0,2,3.0,1.5,2,0,not specific
76,ADAR,URYDR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
77,ADAR,URYVR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
78,ADEL,ADAL,1.0,1.0,1.0,6.0,0.0,4,9.0,2.25,3,1,not specific
79,ADEL,ADEL,1.0,1.0,2.0,0.0,0.0,3,4.0,1.3333333333333333,3,0,cel_specific
80,ADEL,ADER,6.0,4.0,7.0,0.0,0.0,3,17.0,5.666666666666667,3,0,cel_specific
81,ADEL,ALML,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
82,ADEL,ALNL,2.0,1.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific
83,ADEL,AQR,2.0,0.0,0.0,3.0,0.0,2,5.0,2.5,1,1,not specific
84,ADEL,ASJL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
85,ADEL,AVAL,0.0,1.0,13.0,6.0,0.0,3,20.0,6.666666666666667,2,1,not specific
86,ADEL,AVAR,2.0,3.0,15.0,1.0,10.0,5,31.0,6.2,3,2,core
87,ADEL,AVDL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
88,ADEL,AVDR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
89,ADEL,AVEL,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
90,ADEL,AVHL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
91,ADEL,AVKL,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
92,ADEL,AVKR,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
93,ADEL,AVL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
94,ADEL,BDUL,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
95,ADEL,CEPDL,2.0,2.0,1.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific
96,ADEL,CEPVL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
99,ADEL,DVC,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
100,ADEL,FLPL,0.0,0.0,5.0,0.0,0.0,1,5.0,5.0,1,0,not specific
101,ADEL,IL1L,5.0,1.0,3.0,0.0,0.0,3,9.0,3.0,3,0,cel_specific
102,ADEL,IL2L,1.0,1.0,5.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific
103,ADEL,OLLL,4.0,0.0,7.0,0.0,0.0,2,11.0,5.5,2,0,not specific
104,ADEL,PVPL,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
105,ADEL,PVT,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
106,ADEL,RIAL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
107,ADEL,RIFL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
108,ADEL,RIGL,6.0,6.0,30.0,31.0,24.0,5,97.0,19.4,3,2,core
109,ADEL,RIGR,9.0,12.0,24.0,0.0,0.0,3,45.0,15.0,3,0,cel_specific
110,ADEL,RIH,1.0,0.0,4.0,0.0,0.0,2,5.0,2.5,2,0,not specific
111,ADEL,RIVL,0.0,1.0,2.0,0.0,0.0,2,3.0,1.5,2,0,not specific
112,ADEL,RIVR,1.0,2.0,3.0,0.0,0.0,3,6.0,2.0,3,0,cel_specific
113,ADEL,RMDDR,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
114,ADEL,RMDL,4.0,3.0,10.0,0.0,0.0,3,17.0,5.666666666666667,3,0,cel_specific
115,ADEL,RMDR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
116,ADEL,RMER,1.0,0.0,4.0,0.0,0.0,2,5.0,2.5,2,0,not specific
117,ADEL,RMFR,1.0,4.0,0.0,0.0,0.0,2,5.0,2.5,2,0,not specific
118,ADEL,RMGL,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
119,ADEL,RMHL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
120,ADEL,RMHR,0.0,2.0,2.0,0.0,0.0,2,4.0,2.0,2,0,not specific
121,ADEL,SAADR,1.0,2.0,1.0,0.0,0.0,3,4.0,1.3333333333333333,3,0,cel_specific
122,ADEL,SAAVL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
123,ADEL,SDQL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
124,ADEL,SIADL,0.0,0.0,0.0,23.0,11.0,2,34.0,17.0,0,2,pristi_specific
125,ADEL,SIADR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
126,ADEL,SIBDR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
127,ADEL,SIBVR,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
128,ADEL,SMBDR,2.0,2.0,1.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific
129,ADEL,SMBVL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
130,ADEL,SMDDR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
131,ADEL,SMDVL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
132,ADEL,URBL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
133,ADEL,VB01,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
134,ADER,ADAR,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
135,ADER,ADEL,2.0,3.0,5.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific
136,ADER,AINR,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
137,ADER,ALMR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
138,ADER,ALNR,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
139,ADER,AQR,1.0,0.0,0.0,8.0,4.0,3,13.0,4.333333333333333,1,2,not specific
140,ADER,ASIR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
141,ADER,AVAL,7.0,4.0,12.0,5.0,7.0,5,35.0,7.0,3,2,core
142,ADER,AVAR,3.0,1.0,6.0,5.0,0.0,4,15.0,3.75,3,1,not specific
143,ADER,AVBR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
144,ADER,AVDR,0.0,2.0,5.0,0.0,0.0,2,7.0,3.5,2,0,not specific
145,ADER,AVER,1.0,1.0,4.0,0.0,0.0,3,6.0,2.0,3,0,cel_specific
146,ADER,AVJR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
147,ADER,AVKL,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
148,ADER,AVKR,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,1,0,not specific
150,ADER,CEPDR,1.0,1.0,5.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific
151,ADER,CEPVR,2.0,1.0,1.0,0.0,0.0,3,4.0,1.3333333333333333,3,0,cel_specific
154,ADER,DVA,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
155,ADER,DVC,2.0,0.0,0.0,5.0,0.0,2,7.0,3.5,1,1,not specific
156,ADER,FLPL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
157,ADER,FLPR,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific
158,ADER,IL1R,3.0,4.0,1.0,0.0,0.0,3,8.0,2.6666666666666665,3,0,cel_specific
159,ADER,IL2R,2.0,3.0,1.0,0.0,0.0,3,6.0,2.0,3,0,cel_specific
160,ADER,OLLR,2.0,2.0,3.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific
161,ADER,PVNR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
162,ADER,PVPL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
163,ADER,PVR,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
164,ADER,PVT,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
165,ADER,RIAR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
166,ADER,RIFR,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
167,ADER,RIGL,10.0,10.0,15.0,16.0,0.0,4,51.0,12.75,3,1,not specific
168,ADER,RIGR,9.0,6.0,18.0,9.0,11.0,5,53.0,10.6,3,2,core
169,ADER,RIH,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
170,ADER,RIML,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
171,ADER,RIMR,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
172,ADER,RIVL,3.0,0.0,0.0,0.0,0.0,1,3.0,3.0,1,0,not specific
173,ADER,RIVR,2.0,3.0,0.0,0.0,0.0,2,5.0,2.5,2,0,not specific
174,ADER,RMDL,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
175,ADER,RMDR,2.0,2.0,6.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific
176,ADER,RMFL,4.0,1.0,0.0,0.0,0.0,2,5.0,2.5,2,0,not specific
177,ADER,RMFR,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
178,ADER,RMGR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
179,ADER,RMHL,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
180,ADER,SAADL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
181,ADER,SAAVL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
182,ADER,SIADL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
183,ADER,SMBDR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
184,ADER,SMBVR,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
185,ADER,SMDVR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
187,ADER,URBR,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
188,ADER,URXR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
190,ADFL,ADAL,1.0,0.0,3.0,0.0,0.0,2,4.0,2.0,2,0,not specific
191,ADFL,ADLL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
192,ADFL,AFDL,0.0,0.0,1.0,0.0,9.0,2,10.0,5.0,1,1,not specific
193,ADFL,AIAL,0.0,2.0,2.0,0.0,0.0,2,4.0,2.0,2,0,not specific
194,ADFL,AIBL,1.0,1.0,2.0,0.0,0.0,3,4.0,1.3333333333333333,3,0,cel_specific
195,ADFL,AIBR,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
196,ADFL,AINR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
197,ADFL,AIYL,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
198,ADFL,AIZL,6.0,18.0,47.0,37.0,8.0,5,116.0,23.2,3,2,core
199,ADFL,AIZR,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
200,ADFL,ASER,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
201,ADFL,ASHL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
202,ADFL,AUAL,4.0,0.0,12.0,6.0,3.0,4,25.0,6.25,2,2,not specific
203,ADFL,AVHR,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
204,ADFL,AWBL,2.0,1.0,2.0,2.0,0.0,4,7.0,1.75,3,1,not specific
205,ADFL,AWCR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
206,ADFL,BAGR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
207,ADFL,OLQVL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
208,ADFL,PVNL,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
209,ADFL,PVQL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
210,ADFL,RIAL,15.0,17.0,57.0,70.0,3.0,5,162.0,32.4,3,2,core
211,ADFL,RIBL,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific
212,ADFL,RICR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
213,ADFL,RIGL,4.0,3.0,4.0,0.0,0.0,3,11.0,3.6666666666666665,3,0,cel_specific
214,ADFL,RIGR,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
215,ADFL,RIH,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
216,ADFL,RIPL,0.0,0.0,0.0,26.0,3.0,2,29.0,14.5,0,2,pristi_specific
217,ADFL,RIR,3.0,2.0,4.0,2.0,5.0,5,16.0,3.2,3,2,core
218,ADFL,RIVL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
219,ADFL,SIBVL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
220,ADFL,SMBDL,1.0,0.0,1.0,5.0,0.0,3,7.0,2.3333333333333335,2,1,not specific
221,ADFL,SMBVL,5.0,5.0,9.0,3.0,0.0,4,22.0,5.5,3,1,not specific
222,ADFL,SMDVL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
223,ADFL,URXL,1.0,2.0,1.0,9.0,0.0,4,13.0,3.25,3,1,not specific
224,ADFL,URYVL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
225,ADFR,ADAR,0.0,0.0,7.0,1.0,0.0,2,8.0,4.0,1,1,not specific
226,ADFR,ADFR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
227,ADFR,AFDR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
228,ADFR,AIAR,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific
229,ADFR,AIYR,0.0,0.0,2.0,0.0,2.0,2,4.0,2.0,1,1,not specific
230,ADFR,AIZL,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
231,ADFR,AIZR,9.0,13.0,37.0,33.0,18.0,5,110.0,22.0,3,2,core
232,ADFR,ASGR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
233,ADFR,ASHR,0.0,0.0,10.0,0.0,0.0,1,10.0,10.0,1,0,not specific
234,ADFR,AUAR,9.0,3.0,9.0,12.0,0.0,4,33.0,8.25,3,1,not specific
235,ADFR,AVHL,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
236,ADFR,AWAR,0.0,0.0,1.0,1.0,3.0,3,5.0,1.6666666666666667,1,2,not specific
237,ADFR,AWBL,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
238,ADFR,AWBR,0.0,1.0,4.0,3.0,0.0,3,8.0,2.6666666666666665,2,1,not specific
239,ADFR,AWCR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
240,ADFR,BAGL,0.0,0.0,6.0,0.0,0.0,1,6.0,6.0,1,0,not specific
241,ADFR,OLQVR,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
242,ADFR,PVPR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
243,ADFR,RIAR,20.0,12.0,65.0,45.0,10.0,5,152.0,30.4,3,2,core
244,ADFR,RIBR,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
245,ADFR,RIGR,4.0,4.0,24.0,0.0,0.0,3,32.0,10.666666666666666,3,0,cel_specific
246,ADFR,RIH,0.0,1.0,2.0,0.0,0.0,2,3.0,1.5,2,0,not specific
247,ADFR,RIPR,0.0,0.0,0.0,14.0,4.0,2,18.0,9.0,0,2,pristi_specific
248,ADFR,RIR,3.0,5.0,7.0,5.0,0.0,4,20.0,5.0,3,1,not specific
249,ADFR,SIBVR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
250,ADFR,SMBDR,0.0,1.0,2.0,5.0,0.0,3,8.0,2.6666666666666665,2,1,not specific
251,ADFR,SMBVR,7.0,3.0,19.0,18.0,0.0,4,47.0,11.75,3,1,not specific
252,ADFR,URXL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
253,ADFR,URXR,2.0,0.0,10.0,2.0,0.0,3,14.0,4.666666666666667,2,1,not specific
254,ADFR,URYVR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
255,ADLL,ADAL,0.0,2.0,1.0,0.0,3.0,3,6.0,2.0,2,1,not specific
256,ADLL,ADLL,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
257,ADLL,AIAL,5.0,8.0,20.0,4.0,0.0,4,37.0,9.25,3,1,not specific
258,ADLL,AIBL,13.0,18.0,27.0,62.0,6.0,5,126.0,25.2,3,2,core
259,ADLL,AIMR,0.0,0.0,0.0,7.0,0.0,1,7.0,7.0,0,1,not specific
260,ADLL,ALA,0.0,0.0,5.0,2.0,0.0,2,7.0,3.5,1,1,not specific
261,ADLL,ASEL,5.0,1.0,1.0,20.0,0.0,4,27.0,6.75,3,1,not specific
262,ADLL,ASER,0.0,0.0,12.0,0.0,0.0,1,12.0,12.0,1,0,not specific
263,ADLL,ASGL,0.0,1.0,2.0,2.0,0.0,3,5.0,1.6666666666666667,2,1,not specific
264,ADLL,ASHL,6.0,9.0,6.0,4.0,0.0,4,25.0,6.25,3,1,not specific
265,ADLL,ASIL,0.0,0.0,0.0,7.0,2.0,2,9.0,4.5,0,2,pristi_specific
266,ADLL,ASKL,2.0,5.0,0.0,14.0,0.0,3,21.0,7.0,2,1,not specific
267,ADLL,AVAL,2.0,16.0,9.0,0.0,0.0,3,27.0,9.0,3,0,cel_specific
268,ADLL,AVAR,0.0,0.0,5.0,0.0,0.0,1,5.0,5.0,1,0,not specific
269,ADLL,AVBL,0.0,1.0,9.0,0.0,2.0,3,12.0,4.0,2,1,not specific
270,ADLL,AVDL,2.0,1.0,4.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific
271,ADLL,AVDR,10.0,15.0,15.0,0.0,0.0,3,40.0,13.333333333333334,3,0,cel_specific
272,ADLL,AVEL,1.0,1.0,0.0,5.0,0.0,3,7.0,2.3333333333333335,2,1,not specific
273,ADLL,AVHR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
274,ADLL,AVJL,1.0,1.0,3.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific
275,ADLL,AVJR,5.0,3.0,6.0,0.0,0.0,3,14.0,4.666666666666667,3,0,cel_specific
276,ADLL,AWAL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
277,ADLL,AWBL,1.0,1.0,3.0,0.0,3.0,4,8.0,2.0,3,1,not specific
278,ADLL,AWCL,4.0,2.0,2.0,4.0,0.0,4,12.0,3.0,3,1,not specific
279,ADLL,AWCR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
